epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
21,1006.59,1.46027,4.39558,0.00531,0.3229,0.08012,0.07359,0.05963,1.39862,5.04627,0.00581,9.4224e-05,9.4224e-05,9.4224e-05
22,1051.32,1.45254,4.24467,0.00492,0.32176,0.09123,0.07239,0.05942,1.41084,5.0156,0.00601,9.11352e-05,9.11352e-05,9.11352e-05
23,1097.9,1.40189,4.22745,0.005,0.36043,0.08374,0.08808,0.07576,1.38917,4.99248,0.00597,8.80464e-05,8.80464e-05,8.80464e-05
24,1141.94,1.39664,4.21758,0.00504,0.36461,0.07869,0.07623,0.06393,1.401,4.92733,0.0059,8.49576e-05,8.49576e-05,8.49576e-05
25,1189.9,1.42494,4.14664,0.00489,0.30332,0.09019,0.0939,0.0796,1.38622,4.87932,0.00584,8.18688e-05,8.18688e-05,8.18688e-05
26,1235.28,1.40516,4.15257,0.00502,0.32798,0.09244,0.09084,0.07731,1.39508,4.83859,0.00589,7.878e-05,7.878e-05,7.878e-05
27,1279.62,1.38933,4.07018,0.00492,0.34762,0.09088,0.09279,0.07776,1.38814,4.79972,0.00592,7.56912e-05,7.56912e-05,7.56912e-05
28,1324.67,1.40702,3.99084,0.00513,0.33667,0.11014,0.09575,0.08007,1.40473,4.73262,0.00609,7.26024e-05,7.26024e-05,7.26024e-05
29,1369.29,1.37608,4.01151,0.00484,0.31766,0.12254,0.09868,0.08228,1.40812,4.69375,0.00607,6.95136e-05,6.95136e-05,6.95136e-05
30,1415.4,1.40993,3.93879,0.00484,0.35018,0.0955,0.0996,0.08203,1.40935,4.67926,0.00624,6.64248e-05,6.64248e-05,6.64248e-05
31,1461.71,1.39392,3.92732,0.00489,0.30055,0.10747,0.10018,0.08458,1.38809,4.64166,0.00597,6.3336e-05,6.3336e-05,6.3336e-05
32,1507.23,1.38414,3.87464,0.00495,0.33392,0.11349,0.0976,0.08178,1.40545,4.6249,0.00609,6.02472e-05,6.02472e-05,6.02472e-05
33,1552.49,1.4058,3.83812,0.00494,0.40244,0.09475,0.10026,0.08272,1.40734,4.56628,0.0061,5.71584e-05,5.71584e-05,5.71584e-05
34,1597.1,1.39361,3.81148,0.00487,0.40495,0.08989,0.10202,0.08522,1.39745,4.54658,0.00599,5.40696e-05,5.40696e-05,5.40696e-05
35,1641.11,1.32398,3.80009,0.00484,0.33927,0.10307,0.09915,0.0826,1.40281,4.53329,0.00618,5.09808e-05,5.09808e-05,5.09808e-05
36,1687.3,1.37732,3.80364,0.0048,0.35237,0.10619,0.10034,0.08325,1.39783,4.50581,0.0061,4.7892e-05,4.7892e-05,4.7892e-05
37,1733.3,1.37108,3.68371,0.00465,0.32614,0.11115,0.09787,0.08076,1.39449,4.51981,0.00588,4.48032e-05,4.48032e-05,4.48032e-05
38,1779.85,1.41169,3.73116,0.00476,0.34217,0.09997,0.09483,0.07896,1.38436,4.49346,0.00586,4.17144e-05,4.17144e-05,4.17144e-05
39,1826.4,1.37841,3.65377,0.00479,0.34469,0.10519,0.09823,0.08104,1.38224,4.47563,0.00568,3.86256e-05,3.86256e-05,3.86256e-05
40,1873.84,1.36651,3.64674,0.00455,0.41815,0.09634,0.09725,0.08121,1.39285,4.46923,0.00595,3.55368e-05,3.55368e-05,3.55368e-05
41,1926.07,1.30348,4.34618,0.00487,0.34281,0.09639,0.0959,0.07783,1.42894,4.55606,0.00642,3.2448e-05,3.2448e-05,3.2448e-05
42,1970.67,1.29179,4.25131,0.00471,0.33558,0.09884,0.0976,0.08026,1.43879,4.52113,0.00657,2.93592e-05,2.93592e-05,2.93592e-05
43,2015.57,1.2424,4.20153,0.00447,0.33736,0.09834,0.10047,0.08246,1.43575,4.49183,0.0064,2.62704e-05,2.62704e-05,2.62704e-05
44,2060.78,1.25221,4.15616,0.00443,0.36715,0.09913,0.10024,0.08235,1.43408,4.4714,0.00631,2.31816e-05,2.31816e-05,2.31816e-05
45,2105.67,1.27994,4.10348,0.00437,0.33619,0.10311,0.10004,0.08174,1.42964,4.46517,0.0062,2.00928e-05,2.00928e-05,2.00928e-05
46,2149.67,1.2556,4.1134,0.00433,0.38357,0.10598,0.10224,0.08316,1.42951,4.44386,0.0062,1.7004e-05,1.7004e-05,1.7004e-05
47,2195.38,1.26351,4.06063,0.00427,0.35875,0.10919,0.10208,0.08351,1.42901,4.43578,0.00621,1.39152e-05,1.39152e-05,1.39152e-05
48,2240.04,1.2672,4.10143,0.00425,0.35425,0.10651,0.10135,0.08319,1.42611,4.43564,0.0062,1.08264e-05,1.08264e-05,1.08264e-05
49,2284.79,1.26636,4.04982,0.00442,0.35152,0.1078,0.10108,0.08341,1.41931,4.42676,0.00612,7.7376e-06,7.7376e-06,7.7376e-06
50,2331.04,1.28325,4.07889,0.00423,0.35773,0.10753,0.10117,0.08309,1.42876,4.42268,0.00624,4.6488e-06,4.6488e-06,4.6488e-06
