epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
66,3106.54,1.29712,2.18576,0.00427,0.29066,0.15215,0.13893,0.1136,1.41293,3.55975,0.00585,5.5614e-05,5.5614e-05,5.5614e-05
67,3154.24,1.29597,2.15533,0.00411,0.2842,0.16169,0.13303,0.10751,1.40832,3.58933,0.00593,5.40696e-05,5.40696e-05,5.40696e-05
68,3200.58,1.31729,2.15178,0.00415,0.28425,0.15297,0.13337,0.10986,1.40805,3.58073,0.00592,5.25252e-05,5.25252e-05,5.25252e-05
69,3248.82,1.2935,2.17903,0.00429,0.32536,0.12867,0.13472,0.11059,1.41496,3.58424,0.00596,5.09808e-05,5.09808e-05,5.09808e-05
70,3296.35,1.31922,2.15745,0.0043,0.3312,0.12784,0.13748,0.11261,1.4082,3.56845,0.00594,4.94364e-05,4.94364e-05,4.94364e-05
71,3343.82,1.31773,2.09652,0.00413,0.3079,0.13656,0.13829,0.11228,1.41854,3.59264,0.00607,4.7892e-05,4.7892e-05,4.7892e-05
72,3390.78,1.30258,2.14129,0.00426,0.25711,0.15036,0.14099,0.11385,1.41663,3.56307,0.00609,4.63476e-05,4.63476e-05,4.63476e-05
73,3438.72,1.30609,2.14294,0.00414,0.24336,0.1572,0.13544,0.10922,1.42413,3.5759,0.00617,4.48032e-05,4.48032e-05,4.48032e-05
74,3485.69,1.31625,2.1088,0.00409,0.28364,0.15824,0.13417,0.1072,1.4128,3.6015,0.006,4.32588e-05,4.32588e-05,4.32588e-05
75,3533.64,1.28568,2.10668,0.0043,0.28935,0.16354,0.13114,0.1034,1.42302,3.57652,0.00614,4.17144e-05,4.17144e-05,4.17144e-05
76,3580.14,1.31268,2.12934,0.00419,0.28115,0.16384,0.13534,0.10926,1.4126,3.56668,0.0061,4.017e-05,4.017e-05,4.017e-05
77,3626.67,1.30338,2.07999,0.00423,0.29171,0.15685,0.1355,0.11055,1.40696,3.60748,0.00609,3.86256e-05,3.86256e-05,3.86256e-05
78,3673.21,1.31311,2.09877,0.0043,0.26952,0.14363,0.13557,0.10998,1.41662,3.59711,0.00616,3.70812e-05,3.70812e-05,3.70812e-05
79,3720.67,1.30212,2.07759,0.00418,0.23579,0.15372,0.13137,0.10612,1.42073,3.58984,0.00604,3.55368e-05,3.55368e-05,3.55368e-05
80,3768.71,1.28512,2.06261,0.00421,0.23925,0.15911,0.13246,0.10833,1.40473,3.58135,0.00599,3.39924e-05,3.39924e-05,3.39924e-05
81,3815.86,1.28649,2.10588,0.00423,0.24769,0.15473,0.13542,0.11039,1.41164,3.58388,0.00608,3.2448e-05,3.2448e-05,3.2448e-05
82,3863.35,1.31992,2.13353,0.0042,0.25097,0.15261,0.13209,0.10751,1.41928,3.57609,0.00618,3.09036e-05,3.09036e-05,3.09036e-05
83,3910.16,1.2692,2.05167,0.00402,0.21295,0.15487,0.13219,0.10755,1.40811,3.5963,0.00607,2.93592e-05,2.93592e-05,2.93592e-05
84,3957.22,1.30189,2.05848,0.00421,0.21565,0.17749,0.13004,0.10426,1.40873,3.60578,0.00608,2.78148e-05,2.78148e-05,2.78148e-05
85,4005.61,1.32127,2.08371,0.00413,0.25891,0.15988,0.13378,0.10674,1.41123,3.58951,0.00611,2.62704e-05,2.62704e-05,2.62704e-05
86,4052.26,1.27246,2.03282,0.00427,0.23818,0.15952,0.13076,0.10542,1.41631,3.57836,0.00607,2.4726e-05,2.4726e-05,2.4726e-05
87,4099.29,1.29162,2.05767,0.00424,0.2168,0.16767,0.12855,0.10296,1.40579,3.58705,0.00608,2.31816e-05,2.31816e-05,2.31816e-05
88,4145.69,1.34121,2.10533,0.00439,0.20764,0.15871,0.1304,0.10509,1.41896,3.59066,0.00616,2.16372e-05,2.16372e-05,2.16372e-05
89,4192.01,1.30835,2.0635,0.00417,0.2356,0.15663,0.13007,0.10552,1.40239,3.588,0.00596,2.00928e-05,2.00928e-05,2.00928e-05
90,4237.54,1.26169,2.036,0.0042,0.24629,0.15328,0.13172,0.10685,1.40958,3.58501,0.00602,1.85484e-05,1.85484e-05,1.85484e-05
91,4288.98,1.22836,2.25905,0.00411,0.27352,0.14528,0.12379,0.09829,1.46018,3.73258,0.00658,1.7004e-05,1.7004e-05,1.7004e-05
92,4334.41,1.2217,2.15394,0.00401,0.31229,0.12957,0.12024,0.09553,1.47208,3.74281,0.00675,1.54596e-05,1.54596e-05,1.54596e-05
93,4378.89,1.20336,2.16362,0.00392,0.30962,0.12935,0.12129,0.09617,1.46726,3.71461,0.00668,1.39152e-05,1.39152e-05,1.39152e-05
94,4425.25,1.22937,2.10729,0.00389,0.29973,0.13719,0.12223,0.09582,1.46683,3.70476,0.00663,1.23708e-05,1.23708e-05,1.23708e-05
95,4471.75,1.20257,2.06618,0.00393,0.30726,0.13052,0.12353,0.09657,1.46281,3.69345,0.00652,1.08264e-05,1.08264e-05,1.08264e-05
96,4518.85,1.19444,2.05862,0.00387,0.28972,0.14505,0.12367,0.09678,1.45687,3.70179,0.00654,9.282e-06,9.282e-06,9.282e-06
97,4565.4,1.19905,2.04987,0.00404,0.29112,0.14475,0.12299,0.096,1.45274,3.69449,0.00647,7.7376e-06,7.7376e-06,7.7376e-06
98,4612.24,1.19492,2.0273,0.00391,0.28486,0.14919,0.12477,0.09771,1.45605,3.69488,0.00648,6.1932e-06,6.1932e-06,6.1932e-06
99,4659.34,1.1756,2.03091,0.00378,0.29338,0.14229,0.12594,0.09817,1.45076,3.68932,0.00644,4.6488e-06,4.6488e-06,4.6488e-06
100,4707.07,1.19985,2.0596,0.00374,0.29298,0.14055,0.12604,0.0983,1.45031,3.6822,0.00647,3.1044e-06,3.1044e-06,3.1044e-06
