epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
184,1128.34,1.5557,1.42183,0.01927,0.69755,0.45269,0.50539,0.22809,2.13716,2.05567,0.03793,0.00127532,0.00127532,0.00127532
185,1134.31,1.60699,1.47924,0.01946,0.62087,0.45013,0.48203,0.21518,2.27485,1.97498,0.04247,0.00127136,0.00127136,0.00127136
186,1140.18,1.58489,1.39241,0.01989,0.60524,0.42711,0.47093,0.19665,2.33309,1.99821,0.0432,0.0012674,0.0012674,0.0012674
187,1146.12,1.60129,1.45895,0.01978,0.62695,0.45013,0.47981,0.22024,2.22789,2.02042,0.04277,0.00126344,0.00126344,0.00126344
188,1152.12,1.62236,1.46255,0.0187,0.55987,0.48593,0.47633,0.21835,2.13535,1.80677,0.03801,0.00125948,0.00125948,0.00125948
189,1158.02,1.5693,1.42151,0.01992,0.62621,0.46547,0.49887,0.22675,2.10069,1.94599,0.03824,0.00125552,0.00125552,0.00125552
190,1163.86,1.60091,1.4547,0.0192,0.67245,0.43478,0.46292,0.19887,2.18874,2.01273,0.03983,0.00125156,0.00125156,0.00125156
191,1169.73,1.59145,1.39439,0.01955,0.68416,0.44246,0.48599,0.21919,2.1604,2.24504,0.0393,0.0012476,0.0012476,0.0012476
192,1175.65,1.59393,1.4468,0.01926,0.68274,0.4348,0.48727,0.21348,2.28685,2.16398,0.04159,0.00124364,0.00124364,0.00124364
193,1181.64,1.56553,1.37691,0.01965,0.69446,0.4399,0.48015,0.20552,2.26962,2.17391,0.04007,0.00123968,0.00123968,0.00123968
194,1187.6,1.58258,1.46489,0.01984,0.60902,0.46547,0.48157,0.19629,2.25824,2.10934,0.04037,0.00123572,0.00123572,0.00123572
195,1193.5,1.58665,1.43822,0.01869,0.48443,0.45013,0.4116,0.16424,2.32057,2.25763,0.04261,0.00123176,0.00123176,0.00123176
196,1199.46,1.54119,1.37956,0.01795,0.60039,0.45726,0.46057,0.22156,2.23024,2.26262,0.04135,0.0012278,0.0012278,0.0012278
197,1205.41,1.5565,1.37618,0.01854,0.70889,0.44219,0.49324,0.22065,2.35288,2.00098,0.04439,0.00122384,0.00122384,0.00122384
198,1211.36,1.54174,1.33929,0.01899,0.61218,0.4562,0.48255,0.19889,2.32443,1.99617,0.0435,0.00121988,0.00121988,0.00121988
199,1217.39,1.60557,1.40127,0.01822,0.62148,0.42967,0.47224,0.21545,2.20124,2.1873,0.0373,0.00121592,0.00121592,0.00121592
200,1223.22,1.53855,1.34383,0.01831,0.59521,0.46292,0.47468,0.20039,2.089,2.1361,0.03571,0.00121196,0.00121196,0.00121196
201,1229.11,1.57492,1.39609,0.01934,0.728,0.45013,0.5118,0.22773,2.34631,1.84898,0.04315,0.001208,0.001208,0.001208
202,1235.02,1.53502,1.38113,0.0187,0.69293,0.48479,0.49842,0.2173,2.31896,1.8696,0.04287,0.00120404,0.00120404,0.00120404
203,1240.97,1.53176,1.28622,0.0179,0.61198,0.46791,0.46447,0.20516,2.30515,2.26379,0.04045,0.00120008,0.00120008,0.00120008
204,1246.85,1.55857,1.34622,0.01869,0.63793,0.4578,0.47254,0.21883,2.21373,2.13937,0.04012,0.00119612,0.00119612,0.00119612
205,1252.83,1.57496,1.40182,0.01844,0.61075,0.44544,0.45515,0.20573,2.18046,2.01338,0.04002,0.00119216,0.00119216,0.00119216
206,1258.72,1.54614,1.37365,0.01899,0.66185,0.40153,0.44314,0.1946,2.18342,2.13706,0.03788,0.0011882,0.0011882,0.0011882
207,1264.73,1.54111,1.41304,0.01942,0.64941,0.46292,0.49088,0.22657,2.13366,2.06344,0.03761,0.00118424,0.00118424,0.00118424
208,1270.55,1.60973,1.41528,0.019,0.6755,0.46803,0.50681,0.22335,2.09511,1.85342,0.03706,0.00118028,0.00118028,0.00118028
209,1276.53,1.56273,1.36792,0.01977,0.68133,0.46478,0.5158,0.23044,2.0564,1.8958,0.03639,0.00117632,0.00117632,0.00117632
210,1282.45,1.58854,1.40866,0.01853,0.69237,0.4399,0.50309,0.21734,2.15082,1.93611,0.03866,0.00117236,0.00117236,0.00117236
211,1288.36,1.54266,1.38418,0.01965,0.66773,0.45742,0.50956,0.23121,2.13886,1.88505,0.03818,0.0011684,0.0011684,0.0011684
212,1294.28,1.55816,1.32158,0.01934,0.64772,0.47826,0.51083,0.23544,2.19376,1.81139,0.03808,0.00116444,0.00116444,0.00116444
213,1300.29,1.54575,1.35883,0.01811,0.67872,0.47315,0.51637,0.22629,2.08083,1.91841,0.03673,0.00116048,0.00116048,0.00116048
214,1306.32,1.56786,1.39286,0.01831,0.67927,0.49292,0.50282,0.22509,2.16803,1.96097,0.03964,0.00115652,0.00115652,0.00115652
215,1312.16,1.50687,1.29283,0.01891,0.59353,0.48923,0.49268,0.23114,2.24492,1.90265,0.03992,0.00115256,0.00115256,0.00115256
216,1318.04,1.5146,1.28048,0.01776,0.65103,0.47713,0.50663,0.2225,2.28074,2.0336,0.04093,0.0011486,0.0011486,0.0011486
217,1323.85,1.56716,1.4049,0.01979,0.58216,0.46547,0.47078,0.19742,2.24175,2.09717,0.03917,0.00114464,0.00114464,0.00114464
218,1329.73,1.55487,1.32129,0.01805,0.62342,0.48338,0.50467,0.22178,2.25331,1.8069,0.04049,0.00114068,0.00114068,0.00114068
219,1335.56,1.50925,1.31285,0.01856,0.67578,0.49361,0.50911,0.21926,2.11426,2.01985,0.03726,0.00113672,0.00113672,0.00113672
220,1341.39,1.52144,1.31317,0.0175,0.67411,0.46036,0.50217,0.2151,2.21298,1.92937,0.03965,0.00113276,0.00113276,0.00113276
221,1347.38,1.5224,1.29712,0.0182,0.61474,0.50639,0.50198,0.22664,2.21479,1.94592,0.03968,0.0011288,0.0011288,0.0011288
222,1353.34,1.51735,1.32012,0.01765,0.66512,0.45716,0.49524,0.2286,2.07239,2.18835,0.03575,0.00112484,0.00112484,0.00112484
223,1359.27,1.49321,1.33441,0.01719,0.63135,0.49105,0.50104,0.22186,2.25881,2.00555,0.04001,0.00112088,0.00112088,0.00112088
224,1365.05,1.49132,1.28624,0.0189,0.59676,0.49361,0.51672,0.23295,2.21196,2.06237,0.0397,0.00111692,0.00111692,0.00111692
225,1370.73,1.47316,1.26148,0.01749,0.69633,0.41944,0.47047,0.1906,2.35727,2.17454,0.04246,0.00111296,0.00111296,0.00111296
226,1376.52,1.50745,1.31456,0.01722,0.67783,0.42967,0.4775,0.19938,2.19621,2.12489,0.03886,0.001109,0.001109,0.001109
227,1382.33,1.48055,1.25755,0.01801,0.63259,0.47997,0.49446,0.20887,2.23119,2.00716,0.0399,0.00110504,0.00110504,0.00110504
228,1388.11,1.46517,1.26793,0.01721,0.64463,0.4578,0.48636,0.21703,2.10299,2.06443,0.03539,0.00110108,0.00110108,0.00110108
229,1393.96,1.4961,1.30711,0.01749,0.58775,0.48496,0.45946,0.18931,2.18129,2.07317,0.03659,0.00109712,0.00109712,0.00109712
230,1399.69,1.48779,1.29825,0.01785,0.67085,0.48849,0.51664,0.23013,2.18062,1.96755,0.03873,0.00109316,0.00109316,0.00109316
231,1405.6,1.47995,1.31417,0.01835,0.64386,0.48593,0.49806,0.22361,2.2348,1.96441,0.04026,0.0010892,0.0010892,0.0010892
232,1411.44,1.52301,1.3551,0.01894,0.66393,0.44246,0.46118,0.20225,2.23462,2.1045,0.04001,0.00108524,0.00108524,0.00108524
233,1417.31,1.51757,1.24811,0.01793,0.60795,0.51662,0.49859,0.21678,2.18669,1.90789,0.03974,0.00108128,0.00108128,0.00108128
234,1423.13,1.53792,1.30163,0.0183,0.68811,0.44757,0.49518,0.22158,2.13399,2.01588,0.03718,0.00107732,0.00107732,0.00107732
235,1429.02,1.51032,1.3393,0.01779,0.6969,0.44501,0.49139,0.21865,2.22499,1.94221,0.04038,0.00107336,0.00107336,0.00107336
236,1434.84,1.54007,1.30882,0.01766,0.66656,0.47826,0.50499,0.23064,2.09494,1.87063,0.03588,0.0010694,0.0010694,0.0010694
237,1440.67,1.52214,1.23093,0.01743,0.6264,0.46311,0.4855,0.2133,2.1688,1.98537,0.0369,0.00106544,0.00106544,0.00106544
238,1446.45,1.46924,1.26982,0.0186,0.68073,0.4578,0.50225,0.2208,2.17971,1.77272,0.03865,0.00106148,0.00106148,0.00106148
239,1452.31,1.47694,1.27635,0.01807,0.60979,0.4578,0.47448,0.20501,2.09704,2.0936,0.03527,0.00105752,0.00105752,0.00105752
240,1458.14,1.50331,1.33965,0.01715,0.59009,0.52685,0.4887,0.21745,2.12727,1.92927,0.03669,0.00105356,0.00105356,0.00105356
241,1463.88,1.45937,1.26319,0.0186,0.65938,0.48849,0.50376,0.23675,2.20345,1.84918,0.04054,0.0010496,0.0010496,0.0010496
242,1469.78,1.52486,1.29926,0.01756,0.58968,0.49361,0.48548,0.23101,2.20737,1.81617,0.03981,0.00104564,0.00104564,0.00104564
243,1475.51,1.44709,1.2539,0.01926,0.60646,0.48082,0.46754,0.21423,2.20306,1.96968,0.03875,0.00104168,0.00104168,0.00104168
244,1481.36,1.46669,1.25628,0.01791,0.65553,0.46724,0.48248,0.21771,2.26572,1.89575,0.04122,0.00103772,0.00103772,0.00103772
245,1487.08,1.44378,1.24788,0.01784,0.58498,0.50639,0.50299,0.24481,2.06452,1.95094,0.03606,0.00103376,0.00103376,0.00103376
246,1492.94,1.50604,1.25494,0.01729,0.6507,0.48082,0.50977,0.23201,2.11827,1.8768,0.03793,0.0010298,0.0010298,0.0010298
247,1498.78,1.48991,1.21167,0.01723,0.70324,0.44757,0.49075,0.22166,2.2371,2.01401,0.04015,0.00102584,0.00102584,0.00102584
248,1504.64,1.47344,1.26706,0.01754,0.67996,0.46803,0.49062,0.2225,2.23591,1.79821,0.03967,0.00102188,0.00102188,0.00102188
249,1510.54,1.50688,1.24863,0.01687,0.60096,0.50384,0.51277,0.23415,2.12698,1.8667,0.03681,0.00101792,0.00101792,0.00101792
250,1516.31,1.43861,1.23183,0.0188,0.58455,0.52941,0.50059,0.22371,2.13367,1.82027,0.03693,0.00101396,0.00101396,0.00101396
251,1522.12,1.48157,1.19605,0.01845,0.60253,0.51918,0.4961,0.2099,2.17214,1.82278,0.03813,0.00101,0.00101,0.00101
252,1528.11,1.49014,1.25819,0.01767,0.59087,0.49616,0.49033,0.20112,2.24788,1.82759,0.04104,0.00100604,0.00100604,0.00100604
253,1533.95,1.42635,1.21401,0.01683,0.64293,0.47826,0.49592,0.22708,2.13084,2.03268,0.03839,0.00100208,0.00100208,0.00100208
254,1540.07,1.4928,1.24444,0.01707,0.64138,0.48338,0.5055,0.22661,2.13806,1.8261,0.03685,0.00099812,0.00099812,0.00099812
255,1546,1.48704,1.25697,0.01854,0.60024,0.49616,0.49038,0.21564,2.20289,1.86804,0.03803,0.00099416,0.00099416,0.00099416
256,1551.9,1.44975,1.23454,0.01788,0.67577,0.48593,0.49429,0.22366,2.13912,2.04794,0.03673,0.0009902,0.0009902,0.0009902
257,1557.87,1.4599,1.24096,0.01696,0.64051,0.47315,0.5036,0.22783,2.16165,1.95994,0.0372,0.00098624,0.00098624,0.00098624
258,1563.87,1.51583,1.23453,0.01676,0.67797,0.44246,0.49587,0.2289,2.09261,1.96564,0.03548,0.00098228,0.00098228,0.00098228
259,1569.78,1.46826,1.22964,0.01829,0.65067,0.45269,0.48833,0.22104,2.1885,1.83972,0.0374,0.00097832,0.00097832,0.00097832
260,1575.79,1.48413,1.24645,0.01722,0.65478,0.44501,0.4952,0.22509,2.11014,1.92784,0.0353,0.00097436,0.00097436,0.00097436
261,1581.71,1.45049,1.19739,0.01792,0.61663,0.5243,0.52205,0.23478,2.10985,1.97044,0.03678,0.0009704,0.0009704,0.0009704
262,1587.66,1.46911,1.22163,0.01824,0.6486,0.46292,0.49273,0.22692,2.19439,2.12561,0.0375,0.00096644,0.00096644,0.00096644
263,1593.55,1.42685,1.23994,0.01745,0.66928,0.49105,0.52476,0.24519,2.13393,2.04067,0.03491,0.00096248,0.00096248,0.00096248
264,1599.54,1.42885,1.18907,0.01738,0.61571,0.51662,0.52736,0.24331,2.1224,1.99689,0.03572,0.00095852,0.00095852,0.00095852
265,1605.58,1.50711,1.2243,0.01662,0.70637,0.47315,0.53488,0.25748,2.11158,1.93907,0.03662,0.00095456,0.00095456,0.00095456
266,1611.57,1.45244,1.16607,0.01695,0.66904,0.43946,0.49652,0.22791,2.23576,1.88034,0.03895,0.0009506,0.0009506,0.0009506
267,1617.5,1.463,1.22703,0.01729,0.58798,0.52174,0.496,0.2224,2.22868,1.90836,0.03878,0.00094664,0.00094664,0.00094664
268,1623.35,1.46689,1.20791,0.017,0.71901,0.45157,0.50744,0.23374,2.14522,1.90307,0.03615,0.00094268,0.00094268,0.00094268
269,1629.19,1.43912,1.18444,0.01852,0.65807,0.46292,0.49775,0.24244,2.11968,2.17335,0.03614,0.00093872,0.00093872,0.00093872
270,1634.98,1.41743,1.22916,0.0173,0.68434,0.46036,0.51361,0.24153,2.19027,2.05807,0.0367,0.00093476,0.00093476,0.00093476
271,1640.68,1.43272,1.16166,0.01781,0.66779,0.46803,0.50496,0.23204,2.17297,2.0739,0.03772,0.0009308,0.0009308,0.0009308
272,1646.59,1.45072,1.19973,0.01709,0.63145,0.48849,0.50749,0.22577,2.2417,2.0435,0.03933,0.00092684,0.00092684,0.00092684
273,1652.42,1.41034,1.16308,0.01709,0.64144,0.50384,0.51746,0.23478,2.20231,2.01758,0.03783,0.00092288,0.00092288,0.00092288
274,1658.32,1.4836,1.27006,0.01773,0.62903,0.50128,0.50549,0.21862,2.26215,1.9365,0.03978,0.00091892,0.00091892,0.00091892
275,1664.14,1.45959,1.25963,0.01734,0.59194,0.49616,0.49048,0.20902,2.28152,1.89048,0.04017,0.00091496,0.00091496,0.00091496
276,1670.1,1.4577,1.21335,0.01761,0.60487,0.49722,0.48706,0.22422,2.25148,1.93188,0.04016,0.000911,0.000911,0.000911
277,1675.99,1.47089,1.21018,0.01822,0.72421,0.44757,0.50107,0.21593,2.18485,2.03317,0.03786,0.00090704,0.00090704,0.00090704
278,1681.91,1.42366,1.13612,0.01621,0.65299,0.48849,0.50506,0.23452,2.15652,1.90108,0.03689,0.00090308,0.00090308,0.00090308
279,1687.81,1.42541,1.20627,0.01757,0.67084,0.47315,0.50833,0.23252,2.12142,1.96723,0.03661,0.00089912,0.00089912,0.00089912
280,1693.65,1.46725,1.24126,0.01786,0.67564,0.45524,0.4877,0.22397,2.23546,1.93991,0.04007,0.00089516,0.00089516,0.00089516
281,1699.48,1.47197,1.19573,0.0174,0.71883,0.45524,0.5192,0.2411,2.26226,1.8996,0.04041,0.0008912,0.0008912,0.0008912
282,1705.36,1.39694,1.15698,0.01713,0.66285,0.50282,0.52796,0.24584,2.2612,1.895,0.04059,0.00088724,0.00088724,0.00088724
283,1711.23,1.39634,1.16267,0.0158,0.68056,0.48338,0.52191,0.24978,2.27543,1.84257,0.04072,0.00088328,0.00088328,0.00088328
284,1717.16,1.42072,1.15486,0.01562,0.77439,0.46036,0.55388,0.25846,2.2195,1.81141,0.03814,0.00087932,0.00087932,0.00087932
285,1723.12,1.4368,1.19817,0.0166,0.77007,0.48082,0.55726,0.25966,2.07828,1.971,0.03553,0.00087536,0.00087536,0.00087536
286,1729.05,1.46924,1.19861,0.01635,0.69849,0.47826,0.52985,0.2449,2.12452,1.9877,0.03804,0.0008714,0.0008714,0.0008714
287,1734.91,1.42905,1.10919,0.01621,0.65387,0.47832,0.50951,0.23071,2.24535,1.92207,0.03971,0.00086744,0.00086744,0.00086744
288,1740.75,1.39113,1.09728,0.01618,0.64049,0.49209,0.51661,0.23079,2.2468,1.94179,0.03962,0.00086348,0.00086348,0.00086348
289,1746.62,1.42145,1.15956,0.01593,0.72358,0.45269,0.5007,0.22729,2.21695,2.00839,0.03924,0.00085952,0.00085952,0.00085952
290,1752.43,1.38965,1.12168,0.01689,0.67324,0.45013,0.50532,0.22757,2.29909,1.94777,0.04245,0.00085556,0.00085556,0.00085556
291,1758.28,1.39381,1.12951,0.01621,0.73335,0.44314,0.49525,0.22154,2.26714,2.14138,0.042,0.0008516,0.0008516,0.0008516
292,1764.1,1.4228,1.15719,0.0162,0.69989,0.47716,0.51689,0.23439,2.36529,1.78611,0.04571,0.00084764,0.00084764,0.00084764
293,1769.95,1.42161,1.16641,0.01682,0.63406,0.50076,0.52995,0.23906,2.34834,1.83286,0.04436,0.00084368,0.00084368,0.00084368
294,1775.84,1.38529,1.14291,0.01691,0.6885,0.44658,0.49937,0.22509,2.41113,1.81799,0.04509,0.00083972,0.00083972,0.00083972
295,1781.7,1.43583,1.15248,0.01626,0.65075,0.48131,0.51434,0.23456,2.20607,2.03629,0.03869,0.00083576,0.00083576,0.00083576
296,1787.64,1.45343,1.18303,0.01654,0.75809,0.43281,0.51607,0.25118,1.9574,2.06762,0.03179,0.0008318,0.0008318,0.0008318
297,1793.4,1.43731,1.23446,0.0172,0.66357,0.49616,0.531,0.23932,2.02638,1.92091,0.03215,0.00082784,0.00082784,0.00082784
298,1799.2,1.45521,1.11763,0.01666,0.73963,0.48082,0.52835,0.2465,2.01214,2.05898,0.03321,0.00082388,0.00082388,0.00082388
299,1804.99,1.41868,1.19037,0.0173,0.71441,0.47983,0.51981,0.23674,2.10759,1.98713,0.0362,0.00081992,0.00081992,0.00081992
300,1811.04,1.42182,1.15748,0.01612,0.73033,0.45013,0.51122,0.23597,2.14315,1.93648,0.03634,0.00081596,0.00081596,0.00081596
301,1816.84,1.358,1.12487,0.01717,0.78976,0.43478,0.51136,0.24012,2.15656,2.02759,0.03744,0.000812,0.000812,0.000812
302,1822.63,1.37691,1.12853,0.0158,0.73019,0.46292,0.51574,0.24044,2.22362,1.94761,0.03902,0.00080804,0.00080804,0.00080804
303,1828.51,1.42616,1.18633,0.01688,0.66037,0.48237,0.50921,0.22978,2.24678,1.84393,0.03939,0.00080408,0.00080408,0.00080408
304,1834.45,1.412,1.15088,0.01662,0.71024,0.44509,0.50591,0.23905,2.27248,1.90476,0.04134,0.00080012,0.00080012,0.00080012
305,1840.28,1.39194,1.16296,0.01662,0.66933,0.46803,0.50469,0.23622,2.1941,2.06037,0.03912,0.00079616,0.00079616,0.00079616
306,1846.16,1.40649,1.16385,0.01682,0.68516,0.47315,0.53374,0.2425,2.191,1.93009,0.03889,0.0007922,0.0007922,0.0007922
307,1852,1.39873,1.11707,0.0159,0.7044,0.46319,0.52766,0.23545,2.26712,1.92766,0.04073,0.00078824,0.00078824,0.00078824
308,1857.96,1.3944,1.1305,0.01588,0.71894,0.46292,0.51288,0.23603,2.28756,1.94829,0.04071,0.00078428,0.00078428,0.00078428
309,1863.82,1.39635,1.13839,0.01598,0.65434,0.49616,0.50893,0.2369,2.2403,1.93649,0.04018,0.00078032,0.00078032,0.00078032
310,1869.6,1.4113,1.12517,0.01676,0.6785,0.51277,0.52906,0.23565,2.16387,1.85299,0.03753,0.00077636,0.00077636,0.00077636
311,1875.34,1.39156,1.1292,0.01604,0.71093,0.50639,0.5164,0.23804,2.1321,1.90001,0.03657,0.0007724,0.0007724,0.0007724
312,1881.11,1.41562,1.15634,0.01633,0.66352,0.50639,0.51763,0.23248,2.19878,1.95198,0.03863,0.00076844,0.00076844,0.00076844
313,1886.9,1.37884,1.10454,0.01577,0.689,0.48849,0.50953,0.23486,2.31998,1.96887,0.04195,0.00076448,0.00076448,0.00076448
314,1892.75,1.41268,1.10611,0.01626,0.68529,0.48849,0.49317,0.22488,2.361,2.00638,0.04346,0.00076052,0.00076052,0.00076052
315,1898.61,1.36738,1.14665,0.01658,0.67556,0.45269,0.47762,0.21468,2.16086,2.06532,0.03781,0.00075656,0.00075656,0.00075656
316,1904.46,1.33045,1.07623,0.01608,0.6911,0.4757,0.51457,0.23677,2.17443,1.94454,0.03613,0.0007526,0.0007526,0.0007526
317,1910.27,1.40472,1.13095,0.01667,0.73553,0.45269,0.51129,0.23612,2.22879,1.98873,0.03734,0.00074864,0.00074864,0.00074864
318,1916.07,1.35992,1.0993,0.01696,0.72054,0.46036,0.51647,0.23063,2.21764,1.96752,0.03705,0.00074468,0.00074468,0.00074468
319,1921.91,1.431,1.15239,0.01655,0.66446,0.48338,0.5184,0.24145,2.14783,1.91688,0.03595,0.00074072,0.00074072,0.00074072
320,1927.74,1.36739,1.11134,0.01708,0.65246,0.46292,0.49263,0.22323,2.25635,1.9694,0.03934,0.00073676,0.00073676,0.00073676
321,1933.63,1.3966,1.09244,0.01624,0.66276,0.46803,0.51148,0.23502,2.30488,1.96268,0.04102,0.0007328,0.0007328,0.0007328
322,1939.46,1.34067,1.0593,0.01574,0.64145,0.48593,0.50628,0.23536,2.25609,2.02736,0.04012,0.00072884,0.00072884,0.00072884
323,1945.4,1.42015,1.16283,0.01536,0.6797,0.47826,0.50668,0.23318,2.16654,2.15768,0.03735,0.00072488,0.00072488,0.00072488
324,1951.27,1.33557,1.09255,0.0162,0.65356,0.48593,0.49088,0.22734,2.12765,2.07398,0.03572,0.00072092,0.00072092,0.00072092
325,1957.15,1.37162,1.09965,0.0172,0.6956,0.43734,0.48913,0.22397,2.10269,2.15087,0.03545,0.00071696,0.00071696,0.00071696
326,1963,1.3728,1.13773,0.01593,0.61569,0.48593,0.491,0.22893,2.22222,1.95181,0.0384,0.000713,0.000713,0.000713
327,1968.9,1.32316,1.0856,0.01596,0.61024,0.4757,0.49601,0.22988,2.18544,1.96349,0.03686,0.00070904,0.00070904,0.00070904
328,1974.75,1.39239,1.10513,0.01654,0.64154,0.47826,0.48574,0.22876,2.22861,2.08312,0.0394,0.00070508,0.00070508,0.00070508
329,1980.61,1.3716,1.12157,0.01682,0.64577,0.47059,0.48421,0.22053,2.27022,2.01623,0.04104,0.00070112,0.00070112,0.00070112
330,1986.39,1.35074,1.13906,0.01696,0.69619,0.48082,0.49924,0.22835,2.16327,2.05361,0.03655,0.00069716,0.00069716,0.00069716
331,1992.16,1.33655,1.10867,0.01575,0.68789,0.47913,0.48688,0.23719,2.0812,2.1031,0.03413,0.0006932,0.0006932,0.0006932
332,1997.97,1.32149,1.09748,0.01569,0.70038,0.47826,0.49624,0.22539,2.14594,2.09865,0.03553,0.00068924,0.00068924,0.00068924
333,2003.8,1.32042,1.06147,0.01627,0.69161,0.4757,0.50931,0.23225,2.15277,1.96452,0.0365,0.00068528,0.00068528,0.00068528
334,2009.6,1.39455,1.05917,0.01559,0.63459,0.46292,0.49785,0.22332,2.1527,1.90633,0.03602,0.00068132,0.00068132,0.00068132
335,2015.45,1.38979,1.11624,0.01658,0.69334,0.46292,0.49353,0.2272,2.11757,1.93506,0.03466,0.00067736,0.00067736,0.00067736
336,2021.23,1.29165,1.04156,0.01463,0.69711,0.46547,0.50819,0.23739,2.0608,2.11445,0.03311,0.0006734,0.0006734,0.0006734
337,2027.1,1.32951,1.11063,0.0164,0.68556,0.49105,0.51007,0.23624,2.1034,1.99403,0.03428,0.00066944,0.00066944,0.00066944
338,2032.89,1.29749,1.02058,0.01569,0.6522,0.49105,0.49121,0.2301,2.09343,2.08096,0.03363,0.00066548,0.00066548,0.00066548
339,2038.73,1.32379,1.11431,0.0153,0.66008,0.46803,0.48404,0.22375,2.18662,2.09575,0.03649,0.00066152,0.00066152,0.00066152
340,2044.6,1.38434,1.10767,0.01599,0.6895,0.45269,0.48646,0.22502,2.24105,2.02436,0.03944,0.00065756,0.00065756,0.00065756
341,2050.42,1.3494,1.1251,0.01598,0.70419,0.43836,0.48267,0.2325,2.07287,2.20642,0.0347,0.0006536,0.0006536,0.0006536
342,2056.26,1.38019,1.10893,0.01686,0.65751,0.48593,0.51121,0.24083,2.16481,1.98379,0.03786,0.00064964,0.00064964,0.00064964
343,2062.04,1.36011,1.08877,0.01508,0.69746,0.46803,0.50774,0.24118,2.18746,1.96074,0.03846,0.00064568,0.00064568,0.00064568
344,2067.87,1.34943,1.04744,0.01553,0.7007,0.48593,0.50867,0.22885,2.22051,1.9208,0.03881,0.00064172,0.00064172,0.00064172
345,2073.64,1.33013,1.1032,0.01666,0.69756,0.49616,0.51928,0.23909,2.23301,1.94851,0.03931,0.00063776,0.00063776,0.00063776
346,2079.43,1.33698,1.07562,0.0153,0.65367,0.49361,0.50212,0.23664,2.16078,2.00505,0.03661,0.0006338,0.0006338,0.0006338
347,2085.33,1.35427,1.09241,0.01716,0.66685,0.48122,0.49154,0.23574,2.18614,2.14829,0.03742,0.00062984,0.00062984,0.00062984
348,2091.14,1.33453,1.11084,0.0153,0.66564,0.48338,0.49564,0.22375,2.13411,2.0722,0.03503,0.00062588,0.00062588,0.00062588
349,2096.93,1.32176,1.07724,0.01507,0.65631,0.47862,0.49536,0.22647,2.14381,2.0305,0.03511,0.00062192,0.00062192,0.00062192
350,2102.72,1.33533,1.07459,0.01642,0.65517,0.46649,0.49251,0.23223,2.11686,2.20138,0.03435,0.00061796,0.00061796,0.00061796
351,2108.59,1.33608,1.02903,0.01528,0.65851,0.48082,0.5072,0.23869,2.15196,2.10182,0.03506,0.000614,0.000614,0.000614
352,2114.48,1.30784,1.02985,0.0161,0.74362,0.45269,0.51412,0.24179,2.09797,2.05292,0.03405,0.00061004,0.00061004,0.00061004
353,2120.21,1.35472,1.07686,0.0155,0.71404,0.48849,0.50471,0.23082,2.12316,1.99215,0.0345,0.00060608,0.00060608,0.00060608
354,2125.96,1.29617,1.02601,0.01426,0.70417,0.48092,0.50922,0.23336,2.16441,2.00556,0.0355,0.00060212,0.00060212,0.00060212
355,2131.84,1.33182,1.01221,0.01588,0.66322,0.47315,0.49749,0.23341,2.1692,2.00845,0.03449,0.00059816,0.00059816,0.00059816
356,2137.66,1.37545,1.14572,0.01552,0.69245,0.47059,0.50784,0.23987,2.08078,2.06737,0.03342,0.0005942,0.0005942,0.0005942
357,2143.57,1.30261,1.00851,0.01408,0.69191,0.48338,0.51131,0.2373,2.08321,2.06668,0.03336,0.00059024,0.00059024,0.00059024
358,2149.37,1.35984,1.06604,0.01496,0.72912,0.46292,0.50894,0.24144,2.09034,2.06708,0.03432,0.00058628,0.00058628,0.00058628
359,2155.26,1.33388,1.03031,0.01509,0.73592,0.43734,0.48432,0.23893,2.13138,1.96958,0.03627,0.00058232,0.00058232,0.00058232
360,2161.06,1.32117,1.02475,0.01476,0.61892,0.50384,0.50249,0.23719,2.15323,1.91157,0.03686,0.00057836,0.00057836,0.00057836
361,2166.82,1.31887,1.04546,0.01511,0.69537,0.47873,0.51337,0.24129,2.10572,1.95565,0.03501,0.0005744,0.0005744,0.0005744
362,2172.58,1.28181,0.98805,0.01495,0.71133,0.48593,0.50704,0.23726,2.20713,1.87749,0.03802,0.00057044,0.00057044,0.00057044
363,2178.45,1.23378,0.98767,0.01544,0.64083,0.47315,0.49143,0.23005,2.23186,1.95924,0.03883,0.00056648,0.00056648,0.00056648
364,2184.22,1.30214,1.05064,0.01577,0.70151,0.47059,0.49932,0.22279,2.21411,1.94693,0.03767,0.00056252,0.00056252,0.00056252
365,2190.01,1.30525,1.02504,0.01529,0.7167,0.4757,0.50159,0.22716,2.21432,1.9428,0.03717,0.00055856,0.00055856,0.00055856
366,2195.82,1.30024,1.03209,0.01508,0.67499,0.48593,0.49968,0.22262,2.17832,2.10374,0.03563,0.0005546,0.0005546,0.0005546
367,2201.7,1.30098,1.03552,0.01537,0.71529,0.42409,0.48882,0.22446,2.21214,2.06541,0.0378,0.00055064,0.00055064,0.00055064
368,2207.54,1.27534,1.0441,0.01581,0.62366,0.48082,0.47844,0.21365,2.18841,2.15113,0.0375,0.00054668,0.00054668,0.00054668
